NBa7we src,d4r55,RfnDt,rsqaWe,J7sVM,wiI7pd,NlVald,fontDisplayMedium,cleantext,label tranformers,score label,Tokenizing,WithoutStopwords,Stemming,kalimat,topic
https://lh3.googleusercontent.com/a-/ALV-UjXbI-wpngcheOEAN7aniakZA0ylLKeGOS2ny-3BirLNHD7ODOcVDw=w45-h45-p-rp-mo-ba4-br100,Siti Marlina,Local Guide · 149 ulasan · 162 foto,7 tahun lalu,,"Cara saya ke gili trawangan dari mataram (maret 2017), (fyi, saya jalannya bertiga):
1. Pesen grabcar hotel - pelabuhan fery bangsal, habis 99rb. Saya coba search …",,,cara saya ke gili trawangan dari mataram maret fyi saya jalannya bertiga pesen grabcar hotel pelabuhan fery bangsal habis rb saya coba search,Neutral,0.999663233757019,"['cara', 'saya', 'ke', 'gili', 'trawangan', 'dari', 'mataram', 'maret', 'fyi', 'saya', 'jalannya', 'bertiga', 'pesen', 'grabcar', 'hotel', 'pelabuhan', 'fery', 'bangsal', 'habis', 'rb', 'saya', 'coba', 'search']","['gili', 'trawangan', 'mataram', 'maret', 'fyi', 'jalannya', 'bertiga', 'pesen', 'grabcar', 'hotel', 'pelabuhan', 'fery', 'bangsal', 'habis', 'rb', 'coba', 'search']","['gili', 'trawangan', 'mataram', 'maret', 'fyi', 'jalan', 'tiga', 'sen', 'grabcar', 'hotel', 'labuh', 'fery', 'bangsal', 'habis', 'rb', 'coba', 'search']",gili trawangan mataram maret fyi jalan tiga sen grabcar hotel labuh fery bangsal habis rb coba search,2
https://lh3.googleusercontent.com/a-/ALV-UjVIHOEnDwlswSgfh5JErp60Z7v34Cdn_C7t3ZpYtfb6gwYQHGeR=w45-h45-p-rp-mo-ba3-br100,abdoel adjiez,Local Guide · 42 ulasan · 30 foto,3 tahun lalu,,"View pantai keren, airnya jernih. Banyak wisatawan lokal maupun mancanegara, no racism in this place,
Walau mayoritas Muslim tetap berasa damai aja. Thansk gili trawangan",Suka,,view pantai keren airnya jernih banyak wisatawan lokal maupun mancanegara no racism in this place walau mayoritas muslim tetap berasa damai aja thansk gili trawangan,Positive,0.9995142221450806,"['view', 'pantai', 'keren', 'airnya', 'jernih', 'banyak', 'wisatawan', 'lokal', 'maupun', 'mancanegara', 'no', 'racism', 'in', 'this', 'place', 'walau', 'mayoritas', 'muslim', 'tetap', 'berasa', 'damai', 'aja', 'thansk', 'gili', 'trawangan']","['view', 'pantai', 'keren', 'airnya', 'jernih', 'wisatawan', 'lokal', 'mancanegara', 'no', 'racism', 'in', 'this', 'place', 'mayoritas', 'muslim', 'berasa', 'damai', 'thansk', 'gili', 'trawangan']","['view', 'pantai', 'keren', 'air', 'jernih', 'wisatawan', 'lokal', 'mancanegara', 'no', 'racism', 'in', 'this', 'place', 'mayoritas', 'muslim', 'asa', 'damai', 'thansk', 'gili', 'trawangan']",view pantai keren air jernih wisatawan lokal mancanegara no racism in this place mayoritas muslim asa damai thansk gili trawangan,0
https://lh3.googleusercontent.com/a-/ALV-UjWWYNQM-x2yUr6ExD51LdZVxKHCZPxC3021QoVPyTxY0qZHYEA=w45-h45-p-rp-mo-ba6-br100,Abee Sukarna,Local Guide · 512 ulasan · 1.711 foto,7 tahun lalu,,The nice place to be visited. But it always crowded by the locals or foreigners that spend the vocay here. The island has the blue and clean beach water.,,,tempat yang bagus untuk dikunjungi tetapi selalu ramai oleh penduduk lokal atau orang asing yang menghabiskan liburan di sini pulau ini memiliki air pantai yang biru dan bersih,Positive,0.9996823072433472,"['tempat', 'yang', 'bagus', 'untuk', 'dikunjungi', 'tetapi', 'selalu', 'ramai', 'oleh', 'penduduk', 'lokal', 'atau', 'orang', 'asing', 'yang', 'menghabiskan', 'liburan', 'di', 'sini', 'pulau', 'ini', 'memiliki', 'air', 'pantai', 'yang', 'biru', 'dan', 'bersih']","['bagus', 'dikunjungi', 'ramai', 'penduduk', 'lokal', 'orang', 'asing', 'menghabiskan', 'liburan', 'pulau', 'memiliki', 'air', 'pantai', 'biru', 'bersih']","['bagus', 'kunjung', 'ramai', 'duduk', 'lokal', 'orang', 'asing', 'habis', 'libur', 'pulau', 'milik', 'air', 'pantai', 'biru', 'bersih']",bagus kunjung ramai duduk lokal orang asing habis libur pulau milik air pantai biru bersih,0
https://lh3.googleusercontent.com/a-/ALV-UjV3J2L89U5l0LHzpjFhh2S2drYXsYVjD8-HItMmt6NlwJIISnOo=w45-h45-p-rp-mo-ba5-br100,Ratnaning Dewi,Local Guide · 213 ulasan · 705 foto,4 tahun lalu,,"Indah bangeeettt tempatnya 😍😍
Tempat wisata yang wajib di kunjungi jika pergi ke Lombok👍
Suasana nya bikin tenang jiwa raga🤗 …",Suka,2.0,indah bangeeettt tempatnya tempat wisata yang wajib di kunjungi jika pergi ke lombok suasana nya bikin tenang jiwa raga,Positive,0.9996565580368042,"['indah', 'bangeeettt', 'tempatnya', 'tempat', 'wisata', 'yang', 'wajib', 'di', 'kunjungi', 'jika', 'pergi', 'ke', 'lombok', 'suasana', 'nya', 'bikin', 'tenang', 'jiwa', 'raga']","['indah', 'bangeeettt', 'tempatnya', 'wisata', 'wajib', 'kunjungi', 'pergi', 'lombok', 'suasana', 'nya', 'bikin', 'tenang', 'jiwa', 'raga']","['indah', 'bangeeettt', 'tempat', 'wisata', 'wajib', 'kunjung', 'pergi', 'lombok', 'suasana', 'nya', 'bikin', 'tenang', 'jiwa', 'raga']",indah bangeeettt tempat wisata wajib kunjung pergi lombok suasana nya bikin tenang jiwa raga,0
https://lh3.googleusercontent.com/a-/ALV-UjVO-HMsarP4Qkvlgik1iQJBzWEQ2v-E4hQ1EG_xX7acZ7f26089=w45-h45-p-rp-mo-ba2-br100,Summiya Khawar,Local Guide · 14 ulasan · 22 foto,3 tahun lalu,,"The bluest waters you ever saw. Love how there are no cars or scooters, only horse carts and bicycles maybe one or two electric scooter that make no noise. The min we got off the island I heard the Islamic call to prayer ( adhaan) and it …",,,perairan paling biru yang pernah anda lihat suka bagaimana tidak ada mobil atau skuter hanya kereta kuda dan sepeda mungkin satu atau dua skuter listrik yang tidak mengeluarkan suara begitu kami turun dari pulau saya mendengar azan azan dan itu,Positive,0.9760776162147522,"['perairan', 'paling', 'biru', 'yang', 'pernah', 'anda', 'lihat', 'suka', 'bagaimana', 'tidak', 'ada', 'mobil', 'atau', 'skuter', 'hanya', 'kereta', 'kuda', 'dan', 'sepeda', 'mungkin', 'satu', 'atau', 'dua', 'skuter', 'listrik', 'yang', 'tidak', 'mengeluarkan', 'suara', 'begitu', 'kami', 'turun', 'dari', 'pulau', 'saya', 'mendengar', 'azan', 'azan', 'dan', 'itu']","['perairan', 'biru', 'lihat', 'suka', 'mobil', 'skuter', 'kereta', 'kuda', 'sepeda', 'skuter', 'listrik', 'mengeluarkan', 'suara', 'turun', 'pulau', 'mendengar', 'azan', 'azan']","['air', 'biru', 'lihat', 'suka', 'mobil', 'skuter', 'kereta', 'kuda', 'sepeda', 'skuter', 'listrik', 'keluar', 'suara', 'turun', 'pulau', 'dengar', 'azan', 'azan']",air biru lihat suka mobil skuter kereta kuda sepeda skuter listrik keluar suara turun pulau dengar azan azan,0
https://lh3.googleusercontent.com/a-/ALV-UjUkYn5hL3Wb3g7jYRsHWirAZ-8uVW1XhID8On-unkal2YJmE8I=w45-h45-p-rp-mo-ba4-br100,Penta Penta,Local Guide · 144 ulasan · 85 foto,2 tahun lalu,,"baguuusss, kalo pengen puas bisa sewa sepeda dengan harga 50rb untuk keliling gili trawangan. banyak beach club juga di sini. dari bangsal ke sini bayarnya 23rb",Suka,,baguuusss kalo pengen puas bisa sewa sepeda dengan harga rb untuk keliling gili trawangan banyak beach club juga di sini dari bangsal ke sini bayarnya rb,Positive,0.9991729855537415,"['baguuusss', 'kalo', 'pengen', 'puas', 'bisa', 'sewa', 'sepeda', 'dengan', 'harga', 'rb', 'untuk', 'keliling', 'gili', 'trawangan', 'banyak', 'beach', 'club', 'juga', 'di', 'sini', 'dari', 'bangsal', 'ke', 'sini', 'bayarnya', 'rb']","['baguuusss', 'kalo', 'pengen', 'puas', 'sewa', 'sepeda', 'harga', 'rb', 'keliling', 'gili', 'trawangan', 'beach', 'club', 'bangsal', 'bayarnya', 'rb']","['baguuusss', 'kalo', 'ken', 'puas', 'sewa', 'sepeda', 'harga', 'rb', 'keliling', 'gili', 'trawangan', 'beach', 'club', 'bangsal', 'bayar', 'rb']",baguuusss kalo ken puas sewa sepeda harga rb keliling gili trawangan beach club bangsal bayar rb,0
https://lh3.googleusercontent.com/a-/ALV-UjXjkXy-pT1l0P65GKaWRzYhR0bcq77e67rdYpOp2TKY0tqFjzNS=w45-h45-p-rp-mo-ba4-br100,Anita Qurrotia,Local Guide · 99 ulasan · 187 foto,5 tahun lalu,,"Destinasi wisata kelas dunia di Lombok. Nyebrangnya di Bangsal Lombok Utara. Naik kapal biasa cuma 15 ribu per orang. Banyak penginapan murah. Kalo duduk di cafe tepi pantai, kita harus pesen makanan minuman minimal 100 rb. Paling rekomen kelapan muda murni yg dingin. Ces banget minum di tepi pantai yg hot.",Suka,,destinasi wisata kelas dunia di lombok nyebrangnya di bangsal lombok utara naik kapal biasa cuma ribu per orang banyak penginapan murah kalo duduk di cafe tepi pantai kita harus pesen makanan minuman minimal rb paling rekomen kelapan muda murni yg dingin ces banget minum di tepi pantai yg hot,Positive,0.9994217157363892,"['destinasi', 'wisata', 'kelas', 'dunia', 'di', 'lombok', 'nyebrangnya', 'di', 'bangsal', 'lombok', 'utara', 'naik', 'kapal', 'biasa', 'cuma', 'ribu', 'per', 'orang', 'banyak', 'penginapan', 'murah', 'kalo', 'duduk', 'di', 'cafe', 'tepi', 'pantai', 'kita', 'harus', 'pesen', 'makanan', 'minuman', 'minimal', 'rb', 'paling', 'rekomen', 'kelapan', 'muda', 'murni', 'yg', 'dingin', 'ces', 'banget', 'minum', 'di', 'tepi', 'pantai', 'yg', 'hot']","['destinasi', 'wisata', 'kelas', 'dunia', 'lombok', 'nyebrangnya', 'bangsal', 'lombok', 'utara', 'kapal', 'ribu', 'orang', 'penginapan', 'murah', 'kalo', 'duduk', 'cafe', 'tepi', 'pantai', 'pesen', 'makanan', 'minuman', 'minimal', 'rb', 'rekomen', 'kelapan', 'muda', 'murni', 'dingin', 'ces', 'banget', 'minum', 'tepi', 'pantai', 'hot']","['destinasi', 'wisata', 'kelas', 'dunia', 'lombok', 'nyebrangnya', 'bangsal', 'lombok', 'utara', 'kapal', 'ribu', 'orang', 'inap', 'murah', 'kalo', 'duduk', 'cafe', 'tepi', 'pantai', 'sen', 'makan', 'minum', 'minimal', 'rb', 'rekomen', 'kelap', 'muda', 'murni', 'dingin', 'ces', 'banget', 'minum', 'tepi', 'pantai', 'hot']",destinasi wisata kelas dunia lombok nyebrangnya bangsal lombok utara kapal ribu orang inap murah kalo duduk cafe tepi pantai sen makan minum minimal rb rekomen kelap muda murni dingin ces banget minum tepi pantai hot,2
https://lh3.googleusercontent.com/a-/ALV-UjXUZ6NZ1-e2XVbh0DEJjGl28qfYR1cX7A7abrgUwtimre8t2F6-=w45-h45-p-rp-mo-ba4-br100,Farida Amiruddin,Local Guide · 107 ulasan · 197 foto,7 tahun lalu,,"Pretty cool beach ,you can do snorkling diving activities, transportation for only bicycle and horse, no worry for muslim travellers ,easy to find halal food.I came twice and will come again and again, i like this place.",,,pantainya cukup keren anda bisa melakukan aktifitas snorkling diving transportasi hanya dengan sepeda dan kuda jangan khawatir bagi wisatawan muslim mudah untuk menemukan makanan halal saya datang dua kali dan akan datang lagi dan lagi saya suka tempat ini,Positive,0.9997277855873108,"['pantainya', 'cukup', 'keren', 'anda', 'bisa', 'melakukan', 'aktifitas', 'snorkling', 'diving', 'transportasi', 'hanya', 'dengan', 'sepeda', 'dan', 'kuda', 'jangan', 'khawatir', 'bagi', 'wisatawan', 'muslim', 'mudah', 'untuk', 'menemukan', 'makanan', 'halal', 'saya', 'datang', 'dua', 'kali', 'dan', 'akan', 'datang', 'lagi', 'dan', 'lagi', 'saya', 'suka', 'tempat', 'ini']","['pantainya', 'keren', 'aktifitas', 'snorkling', 'diving', 'transportasi', 'sepeda', 'kuda', 'khawatir', 'wisatawan', 'muslim', 'mudah', 'menemukan', 'makanan', 'halal', 'kali', 'suka']","['pantai', 'keren', 'aktifitas', 'snorkling', 'diving', 'transportasi', 'sepeda', 'kuda', 'khawatir', 'wisatawan', 'muslim', 'mudah', 'temu', 'makan', 'halal', 'kali', 'suka']",pantai keren aktifitas snorkling diving transportasi sepeda kuda khawatir wisatawan muslim mudah temu makan halal kali suka,1
https://lh3.googleusercontent.com/a-/ALV-UjWQvt-8Q3EQdhLGmxwsMQ_9D9sVl_tJOxXBI4f3V0VCQbLG62ExUw=w45-h45-p-rp-mo-ba2-br100,Fauziah Susanti,Local Guide · 8 ulasan · 16 foto,6 bulan lalu,,"Sayang sekali keindahan gili di nodai oleh masyarakat nya sendiri di gili cat calling bullying diskriminatif kpd turis lokal sangat parah,harga di warung2 nya gak pake otak mereka nekuk bgt harga buat CWEK2 mending gak usah jadiin gili sbg destinasi kalian bahaya!!!!",Suka,,sayang sekali keindahan gili di nodai oleh masyarakat nya sendiri di gili cat calling bullying diskriminatif kpd turis lokal sangat parah harga di warung nya gak pake otak mereka nekuk bgt harga buat cwek mending gak usah jadiin gili sbg destinasi kalian bahaya,Negative,0.9998788833618164,"['sayang', 'sekali', 'keindahan', 'gili', 'di', 'nodai', 'oleh', 'masyarakat', 'nya', 'sendiri', 'di', 'gili', 'cat', 'calling', 'bullying', 'diskriminatif', 'kpd', 'turis', 'lokal', 'sangat', 'parah', 'harga', 'di', 'warung', 'nya', 'gak', 'pake', 'otak', 'mereka', 'nekuk', 'bgt', 'harga', 'buat', 'cwek', 'mending', 'gak', 'usah', 'jadiin', 'gili', 'sbg', 'destinasi', 'kalian', 'bahaya']","['sayang', 'keindahan', 'gili', 'nodai', 'masyarakat', 'nya', 'gili', 'cat', 'calling', 'bullying', 'diskriminatif', 'turis', 'lokal', 'parah', 'harga', 'warung', 'nya', 'gak', 'pake', 'otak', 'nekuk', 'bgt', 'harga', 'cwek', 'mending', 'gak', 'jadiin', 'gili', 'sbg', 'destinasi', 'bahaya']","['sayang', 'indah', 'gili', 'noda', 'masyarakat', 'nya', 'gili', 'cat', 'calling', 'bullying', 'diskriminatif', 'turis', 'lokal', 'parah', 'harga', 'warung', 'nya', 'gak', 'pake', 'otak', 'nekuk', 'bgt', 'harga', 'cwek', 'mending', 'gak', 'jadiin', 'gili', 'sbg', 'destinasi', 'bahaya']",sayang indah gili noda masyarakat nya gili cat calling bullying diskriminatif turis lokal parah harga warung nya gak pake otak nekuk bgt harga cwek mending gak jadiin gili sbg destinasi bahaya,0
https://lh3.googleusercontent.com/a-/ALV-UjXLbU83vvyWE0oJYxuKOtcATqx9aSFSiGRbO9RI3hyzOPRxGkKo=w45-h45-p-rp-mo-ba6-br100,Sumud23,Local Guide · 489 ulasan · 1.470 foto,5 tahun lalu,,"Suasana yang bagus dan indah , berjalan naik sepeda dan berkuda , pulau yang penduduk nya lebih banyak dari meno dan air 💯🇲🇨 …",,,suasana yang bagus dan indah berjalan naik sepeda dan berkuda pulau yang penduduk nya lebih banyak dari meno dan air,Positive,0.9997091889381409,"['suasana', 'yang', 'bagus', 'dan', 'indah', 'berjalan', 'naik', 'sepeda', 'dan', 'berkuda', 'pulau', 'yang', 'penduduk', 'nya', 'lebih', 'banyak', 'dari', 'meno', 'dan', 'air']","['suasana', 'bagus', 'indah', 'berjalan', 'sepeda', 'berkuda', 'pulau', 'penduduk', 'nya', 'meno', 'air']","['suasana', 'bagus', 'indah', 'jalan', 'sepeda', 'kuda', 'pulau', 'duduk', 'nya', 'meno', 'air']",suasana bagus indah jalan sepeda kuda pulau duduk nya meno air,0
https://lh3.googleusercontent.com/a-/ALV-UjW7_fKeFUbm7ZXT8Yr9F_o-MA-c2wr3Eayb4U17OiUhC80EyNpQgw=w45-h45-p-rp-mo-ba6-br100,Gili Fast and Fun,Local Guide · 317 ulasan · 259 foto,setahun lalu,,"Gili itu asyiik...sebagaimana sy nyatakan gili Trawangan itu ibarat pulau metropolitan,kesannya simple tp tersedia berbagai ragam bikin km losta masta, jgn pula tanya lamborghini ya kami cumn punya Ferrary😁
so,gili are to good to leave👏 …",,,gili itu asyiik sebagaimana sy nyatakan gili trawangan itu ibarat pulau metropolitan kesannya simple tp tersedia berbagai ragam bikin km losta masta jgn pula tanya lamborghini ya kami cumn punya ferrary so gili are to good to leave,Positive,0.9995222091674805,"['gili', 'itu', 'asyiik', 'sebagaimana', 'sy', 'nyatakan', 'gili', 'trawangan', 'itu', 'ibarat', 'pulau', 'metropolitan', 'kesannya', 'simple', 'tp', 'tersedia', 'berbagai', 'ragam', 'bikin', 'km', 'losta', 'masta', 'jgn', 'pula', 'tanya', 'lamborghini', 'ya', 'kami', 'cumn', 'punya', 'ferrary', 'so', 'gili', 'are', 'to', 'good', 'to', 'leave']","['gili', 'asyiik', 'sy', 'nyatakan', 'gili', 'trawangan', 'pulau', 'metropolitan', 'kesannya', 'simple', 'tersedia', 'ragam', 'bikin', 'km', 'losta', 'masta', 'jgn', 'lamborghini', 'ya', 'cumn', 'ferrary', 'so', 'gili', 'are', 'to', 'good', 'to', 'leave']","['gili', 'asyiik', 'sy', 'nyata', 'gili', 'trawangan', 'pulau', 'metropolitan', 'kesan', 'simple', 'sedia', 'ragam', 'bikin', 'km', 'losta', 'masta', 'jgn', 'lamborghini', 'ya', 'cumn', 'ferrary', 'so', 'gili', 'are', 'to', 'good', 'to', 'leave']",gili asyiik sy nyata gili trawangan pulau metropolitan kesan simple sedia ragam bikin km losta masta jgn lamborghini ya cumn ferrary so gili are to good to leave,0
https://lh3.googleusercontent.com/a-/ALV-UjW7h7ZBpJK2fBn4AeAg-1LPFlCsHluNMI6cPOPcaJF-6goGj3Hz=w45-h45-p-rp-mo-ba6-br100,Denna Annisa Herdiana,Local Guide · 449 ulasan · 843 foto,8 tahun lalu,,"Gw mesti balik lagi ke pulau ini, menghabiskan waktu luang. Karna kemaren rasanya ga cukup.. punya banyak hutang deh janji mengunjungi lg",,,gw mesti balik lagi ke pulau ini menghabiskan waktu luang karna kemaren rasanya ga cukup punya banyak hutang deh janji mengunjungi lg,Negative,0.8241490721702576,"['gw', 'mesti', 'balik', 'lagi', 'ke', 'pulau', 'ini', 'menghabiskan', 'waktu', 'luang', 'karna', 'kemaren', 'rasanya', 'ga', 'cukup', 'punya', 'banyak', 'hutang', 'deh', 'janji', 'mengunjungi', 'lg']","['gw', 'mesti', 'pulau', 'menghabiskan', 'luang', 'karna', 'kemaren', 'ga', 'hutang', 'deh', 'janji', 'mengunjungi', 'lg']","['gw', 'mesti', 'pulau', 'habis', 'luang', 'karna', 'kemaren', 'ga', 'hutang', 'deh', 'janji', 'unjung', 'lg']",gw mesti pulau habis luang karna kemaren ga hutang deh janji unjung lg,0
https://lh3.googleusercontent.com/a-/ALV-UjUEiHM6goNf4djlACAQRv0p_BvgiIZuG4H8ZJ831SdipJM-nexL=w45-h45-p-rp-mo-ba3-br100,timbul sehono,Local Guide · 41 ulasan · 89 foto,7 tahun lalu,,Pantai yang exsotix tapi kurang bagus kalau bawa anak kecil cocok banged bagi backpacker,Suka,5.0,pantai yang exsotix tapi kurang bagus kalau bawa anak kecil cocok banged bagi backpacker,Positive,0.99887615442276,"['pantai', 'yang', 'exsotix', 'tapi', 'kurang', 'bagus', 'kalau', 'bawa', 'anak', 'kecil', 'cocok', 'banged', 'bagi', 'backpacker']","['pantai', 'exsotix', 'bagus', 'bawa', 'anak', 'cocok', 'banged', 'backpacker']","['pantai', 'exsotix', 'bagus', 'bawa', 'anak', 'cocok', 'banged', 'backpacker']",pantai exsotix bagus bawa anak cocok banged backpacker,0
https://lh3.googleusercontent.com/a-/ALV-UjVignBQb8xubFqMmVTDsZ4iy0Q3GqilAAQrWi1sQhPbOxlcHYaXsg=w45-h45-p-rp-mo-ba3-br100,C. G.,Local Guide · 35 ulasan · 40 foto,3 tahun lalu,,"Hey guys,

Sorry but I've been here in 2014, and comparing to now, the complete island is a …",,,hai teman teman maaf tapi saya sudah pernah ke sini dan membandingkannya dengan sekarang pulau yang lengkap adalah a,Neutral,0.4840429723262787,"['hai', 'teman', 'teman', 'maaf', 'tapi', 'saya', 'sudah', 'pernah', 'ke', 'sini', 'dan', 'membandingkannya', 'dengan', 'sekarang', 'pulau', 'yang', 'lengkap', 'adalah', 'a']","['hai', 'teman', 'teman', 'maaf', 'membandingkannya', 'pulau', 'lengkap', 'a']","['hai', 'teman', 'teman', 'maaf', 'banding', 'pulau', 'lengkap', 'a']",hai teman teman maaf banding pulau lengkap a,0
https://lh3.googleusercontent.com/a-/ALV-UjXKdyLYFNgHOnQTkC9Ga0we2Nsub3nuNF-b0tirkNhPWRtw79es=w45-h45-p-rp-mo-ba4-br100,Clarinda Afina,Local Guide · 86 ulasan · 475 foto,6 tahun lalu,,"Uwu.. very beautiful place to visit.. if u want a true tropical , here is the right place with tge reasonable price too.. kalau anda pingin berkeliling pulau tanpa capek.. ada sewa sepedah kok.. ada cidomo juga.. klo mau murce disarankan berangkat dari pulau lombok pakai slow boat.",,4.0,uwu very beautiful place to visit if u want a true tropical here is the right place with tge reasonable price too kalau anda pingin berkeliling pulau tanpa capek ada sewa sepedah kok ada cidomo juga klo mau murce disarankan berangkat dari pulau lombok pakai slow boat,Positive,0.9953363537788391,"['uwu', 'very', 'beautiful', 'place', 'to', 'visit', 'if', 'u', 'want', 'a', 'true', 'tropical', 'here', 'is', 'the', 'right', 'place', 'with', 'tge', 'reasonable', 'price', 'too', 'kalau', 'anda', 'pingin', 'berkeliling', 'pulau', 'tanpa', 'capek', 'ada', 'sewa', 'sepedah', 'kok', 'ada', 'cidomo', 'juga', 'klo', 'mau', 'murce', 'disarankan', 'berangkat', 'dari', 'pulau', 'lombok', 'pakai', 'slow', 'boat']","['uwu', 'very', 'beautiful', 'place', 'to', 'visit', 'if', 'u', 'want', 'a', 'true', 'tropical', 'here', 'is', 'the', 'right', 'place', 'with', 'tge', 'reasonable', 'price', 'too', 'pingin', 'berkeliling', 'pulau', 'capek', 'sewa', 'sepedah', 'cidomo', 'klo', 'murce', 'disarankan', 'berangkat', 'pulau', 'lombok', 'pakai', 'slow', 'boat']","['uwu', 'very', 'beautiful', 'place', 'to', 'visit', 'if', 'u', 'want', 'a', 'true', 'tropical', 'here', 'is', 'the', 'right', 'place', 'with', 'tge', 'reasonable', 'price', 'too', 'pingin', 'keliling', 'pulau', 'capek', 'sewa', 'dah', 'cidomo', 'klo', 'murce', 'saran', 'berangkat', 'pulau', 'lombok', 'pakai', 'slow', 'boat']",uwu very beautiful place to visit if u want a true tropical here is the right place with tge reasonable price too pingin keliling pulau capek sewa dah cidomo klo murce saran berangkat pulau lombok pakai slow boat,2
https://lh3.googleusercontent.com/a-/ALV-UjU1zTaHKLxPz-MvUNJ2zU-sngjUbNtMMFqzpVm3q0Ihpk4tsman=w45-h45-p-rp-mo-ba2-br100,HuiHui Chin,Local Guide · 13 ulasan · 10 foto,7 tahun lalu,,"Beach paradise but poor horses!

I’m lucky enough to stay at Villa Gili Bali Beach where the owner, Rudy is very …",,,surga pantai tetapi kuda yang malang saya cukup beruntung untuk menginap di villa pantai gili bali di mana pemiliknya rudy sangat,Positive,0.9987829327583313,"['surga', 'pantai', 'tetapi', 'kuda', 'yang', 'malang', 'saya', 'cukup', 'beruntung', 'untuk', 'menginap', 'di', 'villa', 'pantai', 'gili', 'bali', 'di', 'mana', 'pemiliknya', 'rudy', 'sangat']","['surga', 'pantai', 'kuda', 'malang', 'beruntung', 'menginap', 'villa', 'pantai', 'gili', 'bali', 'pemiliknya', 'rudy']","['surga', 'pantai', 'kuda', 'malang', 'untung', 'inap', 'villa', 'pantai', 'gili', 'bal', 'milik', 'rudy']",surga pantai kuda malang untung inap villa pantai gili bal milik rudy,0
https://lh3.googleusercontent.com/a-/ALV-UjUXU_pdWSyrhMDk1xK6iqSmHJQ3cbGax_vLxVq2pvTJUWE_DOk=w45-h45-p-rp-mo-ba5-br100,Florian Gumpert,Local Guide · 173 ulasan · 1.069 foto,8 tahun lalu,,I did not stayed there we just went snorkeling and it was awesome a lot of corals and fishes and even turtles,Suka,7.0,saya tidak menginap di sana kami hanya pergi snorkeling dan itu luar biasa karena banyak karang ikan dan bahkan penyu,Positive,0.9989111423492432,"['saya', 'tidak', 'menginap', 'di', 'sana', 'kami', 'hanya', 'pergi', 'snorkeling', 'dan', 'itu', 'luar', 'biasa', 'karena', 'banyak', 'karang', 'ikan', 'dan', 'bahkan', 'penyu']","['menginap', 'pergi', 'snorkeling', 'karang', 'ikan', 'penyu']","['inap', 'pergi', 'snorkeling', 'karang', 'ikan', 'penyu']",inap pergi snorkeling karang ikan penyu,1
https://lh3.googleusercontent.com/a-/ALV-UjXtt3jPnqwPnFENmhmWwFDtDUDdny3pyojCsJ47U045SoxvPyfS=w45-h45-p-rp-mo-ba3-br100,arfiqul Alaa,Local Guide · 19 ulasan · 21 foto,3 tahun lalu,,"Kalo malem jangan tdr, percuma sampe gili trawangan kalo ga night party. Pesen jus atw minuman soda juga enjoy 😅
Pagi"" baru snorkling nyelel buat lihat indahnya bawah laut …",Suka,,kalo malem jangan tdr percuma sampe gili trawangan kalo ga night party pesen jus atw minuman soda juga enjoy pagi baru snorkling nyelel buat lihat indahnya bawah laut,Positive,0.9993388056755066,"['kalo', 'malem', 'jangan', 'tdr', 'percuma', 'sampe', 'gili', 'trawangan', 'kalo', 'ga', 'night', 'party', 'pesen', 'jus', 'atw', 'minuman', 'soda', 'juga', 'enjoy', 'pagi', 'baru', 'snorkling', 'nyelel', 'buat', 'lihat', 'indahnya', 'bawah', 'laut']","['kalo', 'malem', 'tdr', 'sampe', 'gili', 'trawangan', 'kalo', 'ga', 'night', 'party', 'pesen', 'jus', 'atw', 'minuman', 'soda', 'enjoy', 'pagi', 'snorkling', 'nyelel', 'lihat', 'indahnya', 'laut']","['kalo', 'malem', 'tdr', 'sampe', 'gili', 'trawangan', 'kalo', 'ga', 'night', 'party', 'sen', 'jus', 'atw', 'minum', 'soda', 'enjoy', 'pagi', 'snorkling', 'nyelel', 'lihat', 'indah', 'laut']",kalo malem tdr sampe gili trawangan kalo ga night party sen jus atw minum soda enjoy pagi snorkling nyelel lihat indah laut,0
